"major1","Gender","GPA.Range","year.x","survey_city","survey_company","survey_deptfunc","survey_offers","survey_plans","survey_pref_field","survey_pref_loc","survey_salary","survey_state","latitude","longitude","survey_company_cluster_name"
"Finance","Male","3.00 - 3.49","2020","chicago","oracle netsuite",NA,NA,"accepted fulltime job",NA,NA,52500,"Illinois","41.8755616","-87.6244212","oracle netsuite"
"Finance","Male","3.50 - 4.00","2021","arlington","ryan llc",NA,"1","accepted fulltime job","Yes","Yes",58300,"Virginia","32.7355816","-97.1071186","ryan llc"
"Accountancy","Male","3.50 - 4.00","2020","chicago","deloitte","Accounting","1","accepted fulltime job","Yes","Yes",70000,"Illinois","41.8755616","-87.6244212","deloitte"
"Finance","Male","3.00 - 3.49","2019","lisle","navistar",NA,"1","accepted fulltime job","Yes",NA,62000,"Illinois","45.2709301","0.5560657632320758","navistar"
"Business Economics","Male","3.00 - 3.49","2021","cincinnati","fis","Finance","2","accepted fulltime job","Yes","Yes",55000,"Ohio","39.1014537","-84.5124602","fis"
"Marketing","Male","3.00 - 3.49","2019","denver","coyote logistics","Marketing/Sales","1","accepted fulltime job","Yes","Yes",40000,"Colorado","39.7392364","-104.9848623","coyote logistics"
"Management and Leadership","Female","3.50 - 4.00","2020","cincinnati","insight global","Human Resources Marketing / Sales","1","accepted fulltime job","Yes","Yes",52200,"Ohio","39.1014537","-84.5124602","insight2profit"
"Business Economics","Male","3.00 - 3.49","2021","cincinnati","deloitte consulting","Consulting","4","accepted fulltime job","Yes","No",70000,"Ohio","39.1014537","-84.5124602","deloitte"
"Business Economics","Female","3.50 - 4.00","2019","hebron","ftj fundchoice","Finance","1","accepted fulltime job","Yes","Yes",NA,"Kentucky","31.528902","35.0944873","ftj fundchoice"
"Finance","Female","3.00 - 3.49","2021","losangeles","burlington stores","Finance Other: Fashion","1","accepted fulltime job","Yes","Yes",58500,"California","-8.4569081","-77.2970344","burlington stores"
"Finance","Male","3.50 - 4.00","2020","chicago","west monroe partners","Consulting","1","accepted fulltime job","Yes","Yes",70000,"Illinois","41.8755616","-87.6244212","west monroe partners"
"Marketing","Male","3.00 - 3.49","2021","columbus","trig inc.",NA,"1","accepted fulltime job",NA,NA,40000,"Ohio","39.9622601","-83.0007065","trig inc."
"Business Economics","Male","3.00 - 3.49","2019","lakeforest","ww grainger","Finance","2","accepted fulltime job","Yes","Yes",65000,"Illinois","29.746074399999998","-95.72549482171459","ww grainger"
"Marketing","Male","3.00 - 3.49","2021","boston","procursys",NA,"1","accepted fulltime job","Yes","Yes",NA,"Massachusetts","42.3602534","-71.0582912","procursys"
"Supply Chain & Operations Mgmt","Male","2.00 - 2.49","2021","marysville","honda",NA,"0","accepted fulltime job","Yes","Yes",49920,"Ohio","48.0517429","-122.1768209","honda of america manufacturing"
"Human Capital Mgmt& Leadership","Male","3.50 - 4.00","2021","cincinnati","cincinnati zoo and botanical garden",NA,"0","accepted parttime job","Yes","Yes",26520,"Ohio","39.1014537","-84.5124602","cincinnati zoo and botanical garden"
"Marketing","Female","3.50 - 4.00","2019","chicago","news america marketing","Marketing / Sales","3","accepted fulltime job","Yes","Yes",50000,"Illinois","41.8755616","-87.6244212","news america marketing"
"Supply Chain & Operations Mgmt","Female","3.50 - 4.00","2021","indianapolis","dhl supply chain",NA,"0","accepted fulltime job","Yes","No",55000,"Indiana","39.7683331","-86.1583502","dhl"
"Marketing","Female","3.00 - 3.49","2021","eatontown","cdw","Marketing / Sales","1","accepted fulltime job","No","Yes",30000,"New Jersey","40.2962222","-74.0509725","cdw"
"Business Economics","Female","3.50 - 4.00","2020","toledo","pwc","IT Assurance / IT Audit","1","accepted fulltime job","Yes","Yes",55000,"Ohio","39.8560679","-4.0239568","pwc"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2020","columbus","dhl","Logistics / Supply Chain Operations / Procurement","1","accepted fulltime job","Yes","Yes",52500,"Ohio","39.9622601","-83.0007065","dhl"
"Accountancy","Male","3.00 - 3.49","2021","schaumburg","rsm","Accounting Consulting","1","accepted fulltime job","Yes","Yes",62500,"Illinois","42.0333608","-88.083406","rsm"
"Accountancy","Female","3.00 - 3.49","2020","carmel","dauby o'connor & zaleski","Accounting","2","accepted fulltime job","Yes","Yes",57500,"Indiana","39.9788017","-86.1189257","dauby, o'connor & zaleski"
"Supply Chain & Operations Mgmt","Female","3.50 - 4.00","2020","minneapolis","electronic performance systems",NA,NA,"accepted fulltime job",NA,NA,NA,"Minnesota","44.9772995","-93.2654692","medtronic"
"Finance","Male","3.50 - 4.00","2020","chicago","william blair & company","Finance","1","accepted fulltime job","Yes","Yes",85000,"Illinois","41.8755616","-87.6244212","william blair & company"
"Business Analytics","Female","3.00 - 3.49","2020","chicago","protiviti",NA,NA,"accepted fulltime job",NA,NA,66500,"Illinois","41.8755616","-87.6244212","protiviti"
"Accountancy","Male","3.00 - 3.49","2020","providence","textron","Accounting Finance","2","accepted fulltime job","Yes","No",65000,"Rhode Island","41.8239891","-71.4128343","textron specialized vehicles"
"Management and Leadership","Male","3.00 - 3.49","2019","cleveland","bdo",NA,NA,"accepted fulltime job",NA,NA,50000,"Ohio","41.4996562","-81.6936813","bdo"
"Accountancy","Male","3.00 - 3.49","2019","cleveland","bdo","Accounting","1","accepted fulltime job","Yes","Yes",50000,NA,"41.4996562","-81.6936813","bdo"
"Human Capital Mgmt& Leadership","Female","3.50 - 4.00","2021","newyorkcity","fiserv","Human Resources","1","accepted fulltime job","Yes","Yes",70000,"New York","34.6732303","-1.9146444","fiserv"
"Management and Leadership","Female","3.00 - 3.49","2020","chicago","blue cross blue shield","Marketing / Sales","0","accepted fulltime job","Yes","Yes",50000,"Illinois","41.8755616","-87.6244212","blue cross blue shield"
"Marketing","Male","2.50 - 2.99","2019","columbus","worthington industries","Marketing/Sales","3","accepted fulltime job","Yes","Yes",44000,"Ohio","39.9622601","-83.0007065","worthington industries"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2019","cincinnati","dover","Logistics / Supply Chain","4","accepted fulltime job","Yes","Yes",62000,NA,"39.1014537","-84.5124602","dover"
"Finance","Male","3.00 - 3.49","2021","columbus","ineos composites","Finance General Management Operations / Procurement","2","accepted fulltime job","Yes","Yes",63000,"Ohio","39.9622601","-83.0007065","ineos composites"
"Finance","Male","3.00 - 3.49","2020","cleveland","charles schwab","Finance Information Technology","1","accepted fulltime job","Yes","Yes",60000,"Ohio","41.4996562","-81.6936813","charles schwab"
"Business Economics","Female","3.50 - 4.00","2019","columbus","j.p. morgan","Finance","2","accepted fulltime job","Yes","Yes",55000,NA,"39.9622601","-83.0007065","j.p morgan"
"Accountancy","Male","3.00 - 3.49","2021","schaumburg","plante moran",NA,"2","accepted fulltime job","Yes","Yes",65000,"Illinois","42.0333608","-88.083406","plante moran"
"Management and Leadership","Male","3.50 - 4.00","2020","irving","at&t","Marketing / Sales","1","accepted fulltime job","Yes","No",50000,"Texas","32.8295183","-96.9442177","at&t"
"Supply Chain & Operations Mgmt","Male","3.50 - 4.00","2019","solon","swagelok company","Logistics / Supply Chain
 Operations / Procurement","2","accepted fulltime job","Yes","Yes",53500,"Ohio","41.8072344","-91.4940604","swagelok company"
"Management and Leadership","Male","2.50 - 2.99","2020","newyorkcity","ey","Consulting","1","accepted fulltime job","Yes","Yes",72500,"New York","34.6732303","-1.9146444","ey"
"Finance","Male","3.50 - 4.00","2021","chesterfield","reinsurance group of america",NA,"1","accepted fulltime job","Yes","Yes",NA,"Missouri","38.661953","-90.5643258","reinsurance group of america"
"Marketing","Female","2.50 - 2.99","2020","chicago","naked lime",NA,NA,"accepted fulltime job",NA,NA,NA,"Illinois","41.8755616","-87.6244212","naked lime"
"Marketing","Female","3.00 - 3.49","2021","columbus","lower",NA,"1","accepted fulltime job","No","Yes",40000,"Ohio","39.9622601","-83.0007065","lower"
"Finance","Male","3.50 - 4.00","2021","chicago","fifth third bank",NA,"3","accepted fulltime job",NA,NA,63000,"Illinois","41.8755616","-87.6244212","fifth third bank"
"Accountancy","Female","3.50 - 4.00","2021","detroit","ey","Accounting","1","accepted fulltime job","Yes","Yes",58000,"Michigan","42.3315509","-83.0466403","ey"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2019","cincinnati","fifth third bank","Operations / Procurement","2","accepted fulltime job","Yes","Yes",NA,"Ohio","39.1014537","-84.5124602","fifth third bank"
"Marketing","Female","3.50 - 4.00","2021","chicago","pepsico",NA,"0","accepted fulltime job","No","Yes",65000,"Illinois","41.8755616","-87.6244212","pepsico"
"Marketing","Female","3.50 - 4.00","2021","columbus","bath and body works",NA,NA,"accepted fulltime job",NA,NA,60000,"Ohio","39.9622601","-83.0007065","bath and body works"
"Finance","Male","3.00 - 3.49","2019","chicago","transperfect legal solutions",NA,NA,"accepted fulltime job",NA,NA,40000,"Illinois","41.8755616","-87.6244212","transperfect legal solutions"
"Information Systems","Male","3.50 - 4.00","2019","rockford","emerson","Operations / Procurement","2","accepted fulltime job","Yes","Yes",62000,"Illinois","42.2713945","-89.093966","emerson"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2021","columbus","ts tech americas, inc.","Operations / Procurement","2","accepted fulltime job","Yes","Yes",50000,"Ohio","39.9622601","-83.0007065","ts tech americas, inc."
"Marketing","Female","3.00 - 3.49","2021","chicago","molo solutions",NA,"1","accepted fulltime job",NA,NA,45000,"Illinois","41.8755616","-87.6244212","molo solutions"
"Accountancy","Male","3.50 - 4.00","2020","cincinnati","deloitte","Accounting","1","accepted fulltime job","Yes","Yes",53000,"Ohio","39.1014537","-84.5124602","deloitte"
"Finance","Male","3.00 - 3.49","2021","milwaukee","kohl's","Accounting Analytics Finance","2","accepted fulltime job","Yes","Yes",55000,"Wisconsin","43.0349931","-87.922497","kohl's"
"Finance","Male","2.50 - 2.99","2021","columbus","group management solutions",NA,"3","accepted fulltime job","Yes","Yes",45000,"Ohio","39.9622601","-83.0007065","group management solutions"
"Finance","Female","3.00 - 3.49","2019","mentor","avery dennison","Finance","1","accepted fulltime job","Yes","Yes",60000,NA,"41.6664781","-81.3399769","avery dennison"
"Finance","Male","2.50 - 2.99","2019","westerville","edward jones","Finance","6","accepted fulltime job","Yes","Yes",45000,"Ohio","40.126139","-82.9295287","edward jones"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2019","chicago","medline industries inc.","Logistics / Supply Chain","2","accepted fulltime job","Yes","Yes",62000,NA,"41.8755616","-87.6244212","medline industries inc."
"Information Systems","Female","3.00 - 3.49","2021","columbus","cgi","Consulting Information Technology","1","accepted fulltime job","Yes","Yes",67500,"Ohio","39.9622601","-83.0007065","cgi"
"Finance","Male","3.50 - 4.00","2019","chicago","invenergy","Other: Project Development","2","accepted fulltime job","Yes","Yes",35360,"Illinois","41.8755616","-87.6244212","invenergy"
"Supply Chain & Operations Mgmt","Female","3.00 - 3.49","2020","boston","allegion, plc",NA,NA,"accepted fulltime job",NA,NA,NA,"Massachusetts","42.3602534","-71.0582912","allegion, plc"
"Marketing","Female","3.00 - 3.49","2019","milwaukee","fis global","Marketing / Sales","1","accepted fulltime job","Yes","Yes",50000,"Wisconsin","43.0349931","-87.922497","fis"
"Marketing","Male","3.00 - 3.49","2019","webberville","aldi","Finance","3","accepted fulltime job","No","Yes",80000,"Michigan","42.6668257","-84.174432","aldi usa"
"Business Economics","Male","3.50 - 4.00","2021","cincinnati","84.51","Analytics Consulting","1","accepted fulltime job","Yes","Yes",67000,"Ohio","39.1014537","-84.5124602","84.51"
"Information Systems","Female","3.00 - 3.49","2019","columbus","dhl supply chain","Analytics
 IT Assurance / IT Audit
 Logistics / Supply Chain
 Information Technology","2","accepted fulltime job","Yes","Yes",58500,NA,"39.9622601","-83.0007065","dhl"
"Information Systems","Female","3.00 - 3.49","2019","chicago","west monroe partners","Consulting","1","accepted fulltime job","Yes","Yes",72000,"Illinois","41.8755616","-87.6244212","west monroe partners"
"Marketing","Female","3.00 - 3.49","2021","chicago","salesforce","Marketing / Sales","4","accepted fulltime job","Yes","Yes",61000,"Illinois","41.8755616","-87.6244212","salesforce"
"Accountancy","Male","3.50 - 4.00","2019","cleveland","ey","Accounting","2","accepted fulltime job","Yes","Yes",53000,NA,"41.4996562","-81.6936813","ey"
"Finance","Male","3.50 - 4.00","2020","chicago","west monroe partners","Consulting","1","accepted fulltime job","Yes","Yes",70000,"Illinois","41.8755616","-87.6244212","west monroe partners"
"Marketing","Female","3.00 - 3.49","2020","columbus","bath & body works","Advertising / Public Relations Analytics Marketing / Sales","1","accepted fulltime job","Yes","Yes",60000,"Ohio","39.9622601","-83.0007065","bath and body works"
"Marketing","Female","3.00 - 3.49","2020","dublin","igs energy","Marketing / Sales","1","accepted fulltime job","Yes","Yes",55000,"Ohio","53.3497645","-6.2602732","igs energy"
"Supply Chain & Operations Mgmt","Male","2.50 - 2.99","2019","phoneix","cubex","Logistics/Supply Chain",NA,"accepted fulltime job","Yes","Yes",NA,"Arizona","57.650898","11.9124388","cubex"
"Finance","Male","3.00 - 3.49","2021","cincinnati","northwestern mutual",NA,"1","accepted fulltime job",NA,NA,NA,"Ohio","39.1014537","-84.5124602","northwestern mutual"
"Accountancy","Male","3.00 - 3.49","2019","cincinnati","bdo","Accounting","1","accepted fulltime job","Yes","Yes",56000,NA,"39.1014537","-84.5124602","bdo"
"Finance","Male","3.00 - 3.49","2021","cincinnati","tql",NA,"1","accepted fulltime job","Yes","Yes",50000,"Ohio","39.1014537","-84.5124602","tql"
"Finance","Female","3.00 - 3.49","2020","newyorkcity","alphasights","Consulting Other: Information Services","3","accepted fulltime job","Yes","Yes",60000,"New York","34.6732303","-1.9146444","alphasights"
"Business Economics","Male","3.00 - 3.49","2020","chicago","the scion group","Finance","3","accepted fulltime job","Yes","Yes",70000,"Illinois","41.8755616","-87.6244212","the home depot"
"Business Economics","Female","3.50 - 4.00","2019","mentor","avery dennison","Accounting
 Finance","1","accepted fulltime job","Yes","Yes",60000,NA,"41.6664781","-81.3399769","avery dennison"
"Finance","Male","3.00 - 3.49","2020","cleveland","hanna commercial real estate","Marketing / Sales","3","accepted fulltime job","Yes","Yes",24000,"Ohio","41.4996562","-81.6936813","hanna commercial real estate"
"Finance","Male","3.00 - 3.49","2019","dayton","speedway",NA,"1","accepted fulltime job",NA,NA,52000,NA,"39.7589478","-84.1916069","speedway"
"Finance","Male","2.50 - 2.99","2019","augusta","textron specialized vehicles","Marketing / Sales","2","accepted fulltime job","Yes","Yes",52000,NA,"33.4709714","-81.9748429","textron specialized vehicles"
"Finance","Male","3.00 - 3.49","2019","columbus","crowe",NA,NA,"accepted fulltime job",NA,NA,60000,NA,"39.9622601","-83.0007065","crowe"
"Finance","Female","3.00 - 3.49","2019","chicago","merrill lynch","Finance","3","accepted fulltime job","Yes","Yes",55000,"Illinois","41.8755616","-87.6244212","merrill edge"
"Supply Chain & Operations Mgmt","Male","3.00 - 3.49","2021","farhills","farmer",NA,"1","accepted fulltime job","Yes","Yes",57500,"New Jersey","55.6514789","-3.1899243","farmer"
"Finance","Female","3.00 - 3.49","2020","columbus","orix real estate capital","Finance","0","accepted fulltime job","Yes","Yes",65000,"Ohio","39.9622601","-83.0007065","orix real estate capital"
"Finance","Male","3.50 - 4.00","2021","washington","deloitte","Consulting","2","accepted fulltime job","Yes","Yes",71000,NA,"38.8950368","-77.0365427","deloitte"
"Business Economics","Male","2.50 - 2.99","2019","chicago","cdw","Information Technology","3","accepted fulltime job","Yes","Yes",35000,"Illinois","41.8755616","-87.6244212","cdw"
"Information Systems","Female","2.50 - 2.99","2020","chicago","capgemini invent","Consulting","1","accepted fulltime job","Yes","Yes",75000,"Illinois","41.8755616","-87.6244212","capgemini invent"
"Marketing","Female","3.00 - 3.49","2021","charlotte","ferguson enterprises","Marketing / Sales","3","accepted fulltime job","No","Yes",48000,"North Carolina","35.2272086","-80.8430827","ferguson enterprises"
